k,rho,nu,beta,delta,gamma,sigma_cd,sigma_io,lower_cd,upper_cd,lower_io,upper_io
-0.008817592677867135,1.0303667138487538,0.9884222568344405,-1.0028113922106434,-0.9975372488544818,-0.9989320955627501,-0.49,-2.04,-0.51,-0.47,-2.11,-1.97
-0.01720395690536218,1.0227231189300192,1.005815709316349,-0.9909798026364274,-0.9888612019763086,-1.0164034348392963,-0.48,-2.01,-0.5,-0.45,-2.08,-1.94
-0.012157132229333612,1.0143789429351948,0.978654669969441,-1.0045275156266047,-1.0006122583854022,-1.0122074102698972,-0.5,-2.02,-0.54,-0.46,-2.07,-1.98
-0.008799203004019268,0.982094357422941,1.0085364428979446,-1.0125752912537243,-1.001369843053892,-0.9887317688184795,-0.51,-2.02,-0.54,-0.49,-2.09,-1.97
0.012737939228773287,1.0097286407130142,1.0084148846481398,-0.9885221824074388,-0.995698932848178,-1.0010612125897584,-0.5,-1.97,-0.53,-0.47,-2.03,-1.91
0.0076291096852301316,1.002489554807293,0.9755386433098183,-1.014468384364147,-1.0060623875941654,-0.9954593953168445,-0.5,-2.02,-0.56,-0.45,-2.09,-1.95
-0.029599435570148044,1.0338531317321258,1.0254237835265068,-1.0075421577439287,-1.003414151477638,-1.0066049352590176,-0.54,-2.05,-0.57,-0.52,-2.13,-1.99
0.00309033870666889,1.0017661004269975,1.0057336312635425,-1.0025196211464897,-1.0089053438120015,-0.9945022145436019,-0.52,-1.94,-0.55,-0.5,-2.04,-1.85
0.006440539221318778,0.9818015794410797,0.9929477192953822,-1.0069254767389784,-0.9881509479557049,-1.013076015687147,-0.49,-1.92,-0.51,-0.47,-2.01,-1.82
-0.018814402391667914,0.9882796429505369,0.993499834901818,-1.0037281924684183,-1.0135349287588693,-1.0173248469827612,-0.49,-2.09,-0.51,-0.48,-2.18,-2.0
-0.006435017774327267,0.9777893734157082,1.0339216484928078,-1.0004337912495902,-1.0023198774434516,-1.0073057311379392,-0.52,-1.93,-0.54,-0.51,-2.03,-1.84
0.026869079461317367,1.0143496807315553,1.0017095695804572,-0.9871309857677897,-0.9936411475615985,-0.9762496318120284,-0.49,-2.05,-0.53,-0.46,-2.16,-1.96
-0.03887320150193433,1.0160915156539925,1.015677562500743,-1.0049342303183708,-0.999981639940468,-1.0204166791665545,-0.5,-2.04,-0.52,-0.48,-2.11,-1.97
0.025112147873715643,1.0091210820773822,0.970516639123154,-0.9932238228392234,-0.9924352813162987,-1.0024161062195878,-0.49,-1.96,-0.51,-0.47,-2.04,-1.88
0.011277306682033302,0.9811657425750309,0.9879889356106769,-1.0018664591969813,-0.9918692082218211,-1.0033400980478444,-0.53,-1.93,-0.56,-0.5,-2.0,-1.87
0.013196609662510704,0.9893703889939316,0.9803336960975841,-1.0050692545346174,-1.0050862998269467,-1.0011205987978915,-0.5,-1.94,-0.53,-0.48,-2.06,-1.84
-0.009865880349654084,1.0129922826200735,0.9997698286596963,-0.9950960267536759,-1.0207562516842272,-0.9842035525230818,-0.51,-2.03,-0.53,-0.49,-2.12,-1.96
0.004335358575485248,1.0260763934566168,0.9974245093930878,-0.9936436532985314,-0.9773912445840445,-0.9968254315487703,-0.5,-2.02,-0.53,-0.47,-2.12,-1.92
-0.04750378079040253,1.0106041872133051,1.0449589314428158,-1.0066538248277896,-1.0060231956953847,-1.023674080225172,-0.54,-2.0,-0.57,-0.5,-2.09,-1.9
0.0002446695683311682,0.9995291304730218,0.9958427773790386,-1.0008944232351455,-0.9997063520718937,-1.0067363593483227,-0.49,-2.0,-0.52,-0.46,-2.1,-1.91
-0.01592299352154243,1.007764235307148,1.005408831295394,-1.0076548928924338,-0.9897660987654885,-1.0141170972614644,-0.48,-2.04,-0.51,-0.45,-2.11,-1.96
-0.0022539497417853405,0.9883319533523249,0.9990404142413586,-1.005018267232379,-1.00572107311906,-0.9786114373190193,-0.5,-1.96,-0.53,-0.47,-2.06,-1.86
-0.006491062785181594,1.0057457004721821,1.024852805586792,-0.9976420903293959,-1.0013330813009955,-0.9961851677241886,-0.51,-2.0,-0.56,-0.46,-2.11,-1.87
0.028734523739901426,0.9710473195831033,0.991640876729424,-0.9934161792030152,-0.9900520797663943,-1.005517184727481,-0.49,-2.01,-0.52,-0.45,-2.09,-1.94
0.024784667705599776,0.9902884402067669,0.9828282478116308,-0.9982235823715276,-0.9835827524984974,-1.0155753624469843,-0.49,-1.99,-0.51,-0.45,-2.06,-1.91
-0.03711284371925831,0.999556876891603,0.9967130724885277,-1.0043657466100648,-1.0151787452818408,-1.0020948468632223,-0.51,-1.99,-0.54,-0.48,-2.05,-1.92
-0.023364906216626766,1.0284544919965677,0.9932217188479342,-0.9854078087457684,-1.0280141417104782,-0.9891190214304968,-0.51,-1.98,-0.57,-0.44,-2.04,-1.92
-0.022660252904537485,1.0078378413530684,1.0028563425426307,-1.0022867448762298,-0.9957234430529992,-1.0083490737339251,-0.5,-2.02,-0.52,-0.48,-2.15,-1.91
-0.011072416590275384,1.011703445472381,0.9780485626130755,-1.0098540301981263,-0.9969124027378498,-1.014084199812741,-0.49,-2.08,-0.52,-0.48,-2.18,-1.99
0.03268503406582994,0.9831171431573051,0.9905607070188218,-0.9928573039198547,-0.9968399545613258,-0.9897917997758876,-0.49,-1.97,-0.52,-0.46,-2.02,-1.92
-0.013635600547497528,1.032506067418287,0.9904909900909069,-0.9981234334227451,-1.0032945186317126,-1.0063204471824814,-0.51,-2.02,-0.55,-0.48,-2.14,-1.91
-0.01969491987921517,1.0207885225765474,1.0309678683743968,-1.0172046092314764,-1.005596355294791,-0.9999792802924674,-0.52,-2.05,-0.57,-0.47,-2.09,-2.0
